,Actual,Predicted
149372,0,0.0
318580,0,0.0
380582,0,0.0
167370,0,0.0
229284,0,0.0
300692,0,0.0
173236,0,0.0
31683,0,0.0
204154,0,0.0
37462,0,0.0
23766,0,0.0
299399,0,0.0
239574,0,0.0
219480,0,0.0
372316,0,0.0
246673,0,0.0
378706,0,0.0
222846,0,0.0
143146,0,0.0
56995,0,0.0
83356,0,0.0
264824,0,0.0
1122,0,0.0
133556,0,0.0
380359,0,0.0
188442,0,0.0
45089,0,0.0
152638,0,0.0
282124,0,0.0
154418,0,0.0
350465,0,0.0
349777,0,0.0
106522,0,0.0
32291,0,0.0
364063,0,0.0
356778,0,0.0
258640,0,0.0
298068,0,0.0
304707,0,0.0
236570,0,0.0
247638,0,0.0
28911,0,0.0
330990,0,0.0
49738,0,0.0
32138,0,0.0
101008,0,0.0
178924,0,0.0
383536,0,0.0
331351,0,0.0
225684,0,0.0
370374,0,0.0
210723,0,0.0
126241,0,0.0
106849,0,0.0
168279,0,0.0
381604,0,0.0
2355,0,0.0
268375,0,0.0
189017,0,0.0
90141,0,0.0
384230,0,0.0
282119,1,1.0
112077,0,0.0
138994,0,0.0
13649,0,0.0
72616,0,0.0
56251,0,0.0
238605,0,0.0
290907,0,0.0
204358,0,0.0
381752,0,0.0
242949,0,0.0
76129,0,0.0
363979,0,0.0
75866,0,0.0
140992,0,0.0
201747,0,0.0
49881,0,0.0
99148,0,0.0
350647,0,0.0
335113,0,0.0
328296,0,0.0
384943,0,0.0
241565,0,0.0
367741,0,0.0
27472,0,0.0
247759,0,0.0
4696,0,0.0
350240,0,0.0
324848,0,0.0
165830,0,0.0
211129,0,0.0
373333,0,0.0
335307,0,0.0
83713,0,0.0
354640,0,0.0
102845,0,0.0
166066,0,0.0
218052,0,0.0
344802,0,0.0
251528,0,0.0
291110,0,0.0
311271,0,0.0
180312,0,0.0
358190,0,0.0
213549,0,0.0
65237,0,0.0
159143,0,0.0
302392,0,0.0
163100,0,0.0
198106,0,0.0
193042,0,0.0
136576,0,0.0
353132,0,0.0
31515,0,0.0
268916,0,0.0
383587,0,0.0
296228,0,0.0
265674,0,0.0
178829,0,0.0
373150,0,0.0
107392,0,0.0
280151,0,0.0
370428,0,0.0
317857,1,1.0
47925,0,0.0
296305,0,0.0
237835,0,0.0
51721,0,0.0
73841,0,0.0
22749,0,0.0
9053,0,0.0
152233,0,0.0
83965,0,0.0
362805,0,0.0
14048,0,0.0
221915,0,0.0
264668,0,0.0
383798,0,0.0
194511,0,0.0
79402,0,0.0
101275,0,0.0
350296,0,0.0
255328,0,0.0
128006,0,0.0
311815,0,0.0
292154,0,0.0
316753,0,0.0
36828,0,0.0
106784,0,0.0
201540,0,0.0
53385,0,0.0
272472,0,0.0
212132,0,0.0
96815,0,0.0
262257,0,0.0
311268,0,0.0
66123,0,0.0
44235,0,0.0
145737,0,0.0
246443,0,0.0
230519,0,0.0
140163,0,0.0
124982,0,0.0
187362,0,0.0
252595,0,0.0
58946,0,0.0
244579,0,0.0
247653,0,0.0
372389,0,0.0
68252,0,0.0
265577,0,0.0
271827,0,0.0
86932,0,0.0
216402,0,0.0
104093,0,0.0
27488,0,0.0
143023,0,0.0
7110,0,0.0
270450,0,0.0
230017,0,0.0
194660,0,0.0
214895,0,0.0
14027,0,0.0
86079,0,0.0
52474,0,0.0
185923,0,0.0
318517,0,0.0
282334,0,0.0
247866,0,0.0
279021,0,0.0
139686,0,0.0
283389,0,0.0
286219,0,0.0
238903,0,0.0
347615,0,0.0
104429,0,0.0
366915,0,0.0
89235,0,0.0
120211,0,0.0
108933,0,0.0
87783,0,0.0
310353,0,0.0
223340,0,0.0
77583,0,0.0
245643,0,0.0
249701,0,0.0
363559,0,0.0
44195,0,0.0
201894,0,0.0
119775,0,0.0
163573,0,0.0
293600,0,0.0
321151,0,0.0
104583,0,0.0
154741,0,0.0
140095,0,0.0
237033,0,0.0
178742,0,0.0
286341,0,0.0
128398,0,0.0
255677,0,0.0
141843,0,0.0
196786,0,0.0
66702,0,0.0
74473,0,0.0
29475,0,0.0
300743,0,0.0
250948,0,0.0
17092,0,0.0
131074,0,0.0
286417,0,0.0
175862,0,0.0
156595,0,0.0
346000,0,0.0
279134,0,0.0
195993,0,0.0
344718,0,0.0
66444,0,0.0
258390,0,0.0
287910,0,0.0
26049,0,0.0
202729,0,0.0
251546,0,0.0
67442,0,0.0
215679,0,0.0
24367,0,0.0
361521,0,0.0
124815,0,0.0
148077,0,0.0
298491,0,0.0
160392,0,0.0
283440,0,0.0
383,0,0.0
133229,0,0.0
157707,0,0.0
326039,0,0.0
200046,0,0.0
29064,0,0.0
8876,0,0.0
94312,0,0.0
104147,0,0.0
7723,0,0.0
1373,0,0.0
139119,0,0.0
258653,0,0.0
77611,0,0.0
379768,0,0.0
122440,0,0.0
382386,0,0.0
328471,0,0.0
88957,0,0.0
46005,0,0.0
139501,0,0.0
317528,0,0.0
51598,0,0.0
55196,0,0.0
212366,0,0.0
379839,0,0.0
363389,0,0.0
366918,0,0.0
44086,0,0.0
27291,0,0.0
174175,0,0.0
153534,0,0.0
116559,0,0.0
12185,0,0.0
334509,0,0.0
4286,0,0.0
215338,0,0.0
375828,0,0.0
145150,1,0.0
325753,0,0.0
135682,0,0.0
9820,0,0.0
174939,0,0.0
246059,0,0.0
284661,0,0.0
122099,0,0.0
372207,0,0.0
149390,0,0.0
147244,0,0.0
364262,0,0.0
68514,0,0.0
166271,0,0.0
335116,0,0.0
45894,0,0.0
192413,0,0.0
326154,0,0.0
251044,0,0.0
291799,0,0.0
223577,0,0.0
234235,0,0.0
50476,0,0.0
235904,0,0.0
142754,0,0.0
185991,0,0.0
130578,0,0.0
249226,0,0.0
89250,0,0.0
31871,0,0.0
56635,0,0.0
197218,0,0.0
371826,0,0.0
285838,0,0.0
214142,0,0.0
114694,0,0.0
212813,0,0.0
367889,0,0.0
135617,0,0.0
13255,0,0.0
313512,0,0.0
53194,0,0.0
268920,0,0.0
364821,0,0.0
85810,0,0.0
282053,0,0.0
45429,0,0.0
34577,0,0.0
186879,0,0.0
25381,0,0.0
110956,0,0.0
4794,0,0.0
380428,0,0.0
239122,0,0.0
308489,0,0.0
110990,0,0.0
183331,0,0.0
43999,0,0.0
69823,1,0.0
31107,0,0.0
369796,0,0.0
23105,0,0.0
155595,0,0.0
380100,0,0.0
251240,0,0.0
45448,0,0.0
255670,0,0.0
174336,0,0.0
324419,0,0.0
239212,0,0.0
108021,0,0.0
202939,0,0.0
322049,0,0.0
127625,0,0.0
75413,0,0.0
320865,0,0.0
61256,0,0.0
102026,0,0.0
15315,0,0.0
254103,0,0.0
81691,0,0.0
125512,0,0.0
13230,0,0.0
120593,1,1.0
262116,0,0.0
133665,0,0.0
60805,0,0.0
99901,1,1.0
47034,0,0.0
356546,0,0.0
54841,0,0.0
273392,0,0.0
100202,0,0.0
212645,0,0.0
18350,0,0.0
48677,0,0.0
44794,0,0.0
95140,0,0.0
153959,0,0.0
175731,0,0.0
179809,0,0.0
5963,0,0.0
119521,0,0.0
84456,0,0.0
113205,0,0.0
256023,0,0.0
208185,0,0.0
104187,0,0.0
43454,0,0.0
342412,0,0.0
233722,0,0.0
306749,0,0.0
145925,0,0.0
85796,0,0.0
283787,0,0.0
10510,0,0.0
63949,0,0.0
230749,0,0.0
142010,0,0.0
277678,0,0.0
108443,0,0.0
82096,0,0.0
205826,0,0.0
292702,0,0.0
13564,0,0.0
106750,0,0.0
285373,0,0.0
126283,0,0.0
224478,0,0.0
322994,0,0.0
370543,0,0.0
64400,0,0.0
97544,0,0.0
144930,0,0.0
10392,0,0.0
46906,0,0.0
379538,0,0.0
180307,0,0.0
48234,0,0.0
50576,0,0.0
14177,0,0.0
284927,0,0.0
260559,0,0.0
103375,0,0.0
121022,0,0.0
148598,0,0.0
160223,0,0.0
85186,0,0.0
120254,0,0.0
344519,0,0.0
161394,1,1.0
30288,0,0.0
240261,0,0.0
171763,0,0.0
95700,0,0.0
306882,0,0.0
357491,0,0.0
246938,0,0.0
244484,0,0.0
255575,0,0.0
265495,0,0.0
371742,0,0.0
384780,0,0.0
330429,0,0.0
137990,0,0.0
183041,0,0.0
294260,0,0.0
218040,0,0.0
285119,0,0.0
21059,0,0.0
98924,0,0.0
95034,0,0.0
66149,0,0.0
180892,0,0.0
112592,0,0.0
94532,0,0.0
128032,0,0.0
11157,0,0.0
263895,0,0.0
274940,0,0.0
268884,0,0.0
206878,0,0.0
69280,0,0.0
152237,0,0.0
70592,0,0.0
162505,0,0.0
437,0,0.0
380279,0,0.0
122016,0,0.0
20868,0,0.0
321891,0,0.0
125837,0,0.0
224158,0,0.0
225063,0,0.0
280643,0,0.0
311361,0,0.0
346861,0,0.0
224092,0,0.0
311386,0,0.0
5312,0,0.0
165151,0,0.0
56784,0,0.0
310557,0,0.0
100901,0,0.0
6359,0,0.0
148168,0,0.0
308767,0,0.0
322024,0,0.0
259453,0,0.0
158860,0,0.0
165259,0,0.0
232711,0,0.0
23301,0,0.0
126139,0,0.0
101271,0,0.0
150763,0,0.0
334895,0,0.0
261657,0,0.0
362207,0,0.0
287008,0,0.0
143835,0,0.0
31098,0,0.0
151918,0,0.0
115841,0,0.0
347425,0,0.0
113987,0,0.0
61712,0,0.0
146375,0,0.0
230104,0,0.0
128225,0,0.0
36576,0,0.0
282860,0,0.0
266796,0,0.0
282197,0,0.0
164241,0,0.0
21250,0,0.0
326324,0,0.0
170929,0,0.0
314683,0,0.0
44204,0,0.0
179040,0,0.0
68461,0,0.0
196351,0,0.0
247822,0,0.0
286603,0,0.0
358942,0,0.0
183336,0,0.0
183183,0,0.0
146229,0,0.0
309065,0,0.0
147554,0,0.0
10179,0,0.0
325076,0,0.0
34117,0,0.0
89652,0,0.0
226617,0,0.0
221009,0,0.0
104554,0,0.0
303203,0,0.0
336604,0,0.0
290753,0,0.0
181277,0,0.0
82580,0,0.0
352175,0,0.0
309060,0,0.0
34373,0,0.0
14946,0,0.0
276072,0,0.0
152798,0,0.0
130992,0,0.0
29879,0,0.0
27089,0,0.0
370034,0,0.0
295107,0,0.0
343695,0,0.0
271011,0,0.0
37346,0,0.0
104444,0,0.0
58204,0,0.0
6311,1,0.0
233571,0,0.0
81412,0,0.0
239781,0,0.0
45883,1,1.0
49818,0,0.0
154696,0,0.0
152633,0,0.0
25956,0,0.0
296361,0,0.0
221179,0,0.0
21030,0,0.0
138302,0,0.0
70317,0,0.0
345555,0,0.0
370313,0,0.0
29649,0,0.0
28573,0,0.0
25243,0,0.0
140153,0,0.0
276707,0,0.0
103178,0,0.0
125047,0,0.0
172674,0,0.0
15078,0,0.0
193562,0,0.0
235439,0,0.0
216161,0,0.0
209759,0,0.0
252211,0,0.0
332692,0,0.0
375742,0,0.0
231022,0,0.0
100078,0,0.0
351535,0,0.0
23236,0,0.0
314489,0,0.0
24084,0,0.0
62432,1,1.0
112901,0,0.0
150199,0,0.0
47257,0,0.0
158707,0,0.0
335523,0,0.0
314313,0,0.0
293989,0,0.0
242403,0,0.0
384760,0,0.0
130346,0,0.0
52825,0,0.0
99017,0,0.0
183656,0,0.0
142031,0,0.0
261333,0,0.0
172327,0,0.0
3819,0,0.0
19870,0,0.0
113499,0,0.0
7093,0,0.0
210508,0,0.0
72591,0,0.0
245712,0,0.0
264377,0,0.0
379564,0,0.0
195954,0,0.0
317982,0,0.0
227999,0,0.0
44353,0,0.0
140251,0,0.0
345665,0,0.0
163235,0,0.0
194273,0,0.0
372282,0,0.0
181898,0,0.0
335903,0,0.0
7193,0,0.0
138095,0,0.0
76580,0,0.0
88858,0,0.0
301497,0,0.0
34257,0,0.0
37782,0,0.0
217443,0,0.0
228163,0,0.0
357754,0,0.0
265746,0,0.0
358633,0,0.0
228509,0,0.0
210026,0,0.0
80703,0,0.0
20164,0,0.0
199011,0,0.0
18673,0,0.0
341209,0,0.0
182795,0,0.0
194334,0,0.0
284681,0,0.0
277076,0,0.0
330574,0,0.0
62933,0,0.0
256747,0,0.0
384158,0,0.0
157149,0,0.0
109728,0,0.0
216578,0,0.0
22343,0,0.0
214410,0,0.0
250620,0,0.0
328116,0,0.0
104562,1,1.0
85145,0,0.0
182398,0,0.0
350914,0,0.0
260488,0,0.0
272703,0,0.0
217203,0,0.0
159728,0,0.0
206178,0,0.0
62818,0,0.0
203773,0,0.0
109630,0,0.0
179051,0,0.0
303283,0,0.0
363230,0,0.0
321201,0,0.0
359174,0,0.0
276301,0,0.0
44443,0,0.0
156417,0,0.0
214674,0,0.0
13056,0,0.0
291725,0,0.0
97390,0,0.0
328629,0,0.0
270115,0,0.0
55864,0,0.0
261002,0,0.0
118191,0,0.0
103887,0,0.0
363923,0,0.0
157552,0,0.0
93415,0,0.0
61159,0,0.0
179032,0,0.0
265654,0,0.0
348625,0,0.0
348089,0,0.0
102151,0,0.0
384416,0,0.0
377930,0,0.0
340629,0,0.0
128713,0,0.0
218181,0,0.0
137239,0,0.0
210139,0,0.0
317212,0,0.0
35699,0,0.0
76693,0,0.0
2478,0,0.0
173945,0,0.0
217559,0,0.0
136224,0,0.0
37785,0,0.0
377619,0,0.0
366153,0,0.0
284793,0,0.0
111290,0,0.0
377874,0,0.0
262134,0,0.0
181240,0,0.0
320518,0,0.0
216043,0,0.0
362345,0,0.0
126297,0,0.0
256856,0,0.0
83555,0,0.0
63798,0,0.0
86990,0,0.0
208387,0,0.0
362242,0,0.0
65433,0,0.0
184554,0,0.0
108688,0,0.0
257042,1,1.0
202478,0,0.0
198066,0,0.0
283622,0,0.0
379138,0,0.0
17946,0,0.0
48884,0,0.0
192483,0,0.0
305178,0,0.0
236480,0,0.0
44620,0,0.0
192891,0,0.0
50488,0,0.0
155577,0,0.0
349968,0,0.0
338112,0,0.0
112844,0,0.0
198956,0,0.0
175824,0,0.0
295993,0,0.0
138333,1,0.0
372862,0,0.0
117926,0,0.0
30560,0,0.0
60728,0,0.0
156679,0,0.0
273800,0,0.0
86950,0,0.0
254017,0,0.0
212608,0,0.0
236672,0,0.0
342276,0,0.0
250025,0,0.0
158612,0,0.0
10998,0,0.0
314279,0,0.0
85594,0,0.0
123181,0,0.0
49650,0,0.0
249454,0,0.0
209326,0,0.0
5247,0,0.0
382077,0,0.0
81453,0,0.0
261325,0,0.0
97215,0,0.0
267194,0,0.0
67231,0,0.0
311432,0,0.0
280628,0,0.0
216884,0,0.0
311109,0,0.0
219779,0,0.0
231600,0,0.0
367773,0,0.0
347927,0,0.0
122290,0,0.0
325619,0,0.0
709,0,0.0
348961,0,0.0
355737,0,0.0
40065,0,0.0
254772,0,0.0
250299,0,0.0
351633,0,0.0
132400,0,0.0
255414,0,0.0
115677,0,0.0
46248,0,0.0
323018,0,0.0
305825,0,0.0
265354,0,0.0
346946,0,0.0
347345,0,0.0
197404,0,0.0
14466,0,0.0
223806,0,0.0
237295,0,0.0
54805,0,0.0
199354,0,0.0
242057,0,0.0
361927,0,0.0
383310,0,0.0
366444,0,0.0
240006,0,0.0
253463,0,0.0
348978,0,0.0
15671,0,0.0
78452,1,0.0
232750,0,0.0
38021,0,0.0
206344,0,0.0
247738,0,0.0
64687,0,0.0
220304,0,0.0
77420,0,0.0
3267,0,0.0
356210,0,0.0
231338,0,0.0
154301,0,0.0
103821,0,0.0
327776,0,0.0
296158,0,0.0
204151,0,0.0
325866,0,0.0
307136,0,0.0
254696,0,0.0
31442,0,0.0
49893,0,0.0
343328,0,0.0
191895,0,0.0
195745,0,0.0
215314,0,0.0
328935,0,0.0
214474,0,0.0
74756,0,0.0
72847,0,0.0
17654,0,0.0
43736,0,0.0
304155,0,0.0
220866,0,0.0
186160,0,0.0
29230,0,0.0
104528,0,0.0
281672,0,0.0
239614,0,0.0
248327,0,0.0
213177,0,0.0
143013,0,0.0
350011,0,0.0
91522,0,0.0
243216,0,0.0
203083,0,0.0
359527,0,0.0
107531,0,0.0
64931,0,0.0
287933,0,0.0
280550,0,0.0
31142,0,0.0
59192,0,0.0
100555,0,0.0
249597,0,0.0
281556,0,0.0
36474,0,0.0
361230,0,0.0
127231,0,0.0
209636,0,0.0
318297,0,0.0
254284,0,0.0
155748,0,0.0
150908,0,0.0
199731,0,0.0
229923,0,0.0
315038,0,0.0
334015,0,0.0
330008,0,0.0
205487,0,0.0
14034,0,0.0
100521,0,0.0
162414,0,0.0
289754,0,0.0
178562,0,0.0
239842,0,0.0
281184,0,0.0
68455,0,0.0
102972,0,0.0
259492,0,0.0
218473,0,0.0
352626,0,0.0
183786,0,0.0
188386,1,0.0
336531,1,0.0
6120,0,0.0
129766,0,0.0
266420,0,0.0
287160,0,0.0
259374,0,0.0
43260,0,0.0
31652,0,0.0
130469,0,0.0
36983,0,0.0
372836,0,0.0
15917,0,0.0
197789,0,0.0
193036,0,0.0
374250,0,0.0
294580,0,0.0
253067,0,0.0
152693,0,0.0
236652,0,0.0
50022,0,0.0
165924,0,0.0
242128,0,0.0
51409,0,0.0
233143,0,0.0
313845,0,0.0
347316,0,0.0
183274,0,0.0
260993,0,0.0
233830,0,0.0
298536,0,0.0
172893,0,0.0
68638,0,0.0
139395,0,0.0
250044,0,0.0
298545,0,0.0
354070,0,0.0
164360,0,0.0
132352,0,0.0
45496,0,0.0
276938,0,0.0
6442,0,0.0
107116,0,0.0
107699,0,0.0
350245,0,0.0
294344,0,0.0
46534,0,0.0
35602,0,0.0
92621,0,0.0
40879,1,1.0
31631,0,0.0
252526,0,0.0
281600,0,0.0
318243,0,0.0
232901,0,0.0
5467,1,0.0
69416,0,0.0
192367,0,0.0
194068,0,0.0
246279,0,0.0
255081,0,0.0
186014,0,0.0
26557,0,0.0
108706,0,0.0
79679,0,0.0
124827,0,0.0
314323,0,0.0
143149,0,0.0
175129,0,0.0
224444,0,0.0
80193,0,0.0
303707,0,0.0
17020,0,0.0
327029,0,0.0
24946,0,0.0
37184,0,0.0
331001,0,0.0
261712,0,0.0
376080,0,0.0
75006,0,0.0
85473,0,0.0
123575,0,0.0
286598,0,0.0
33693,0,0.0
337201,0,0.0
180588,0,0.0
286632,0,0.0
274615,0,0.0
226011,0,0.0
121555,0,0.0
306952,0,0.0
191090,0,0.0
104435,0,0.0
308571,0,0.0
76165,0,0.0
206160,0,0.0
273391,0,0.0
77853,0,0.0
177417,0,0.0
173757,0,0.0
309789,0,0.0
68698,0,0.0
366979,0,0.0
162548,0,0.0
305638,0,0.0
197295,0,0.0
60912,0,0.0
89366,0,0.0
192276,0,0.0
172282,0,0.0
147431,0,0.0
172193,0,0.0
110637,0,0.0
253807,0,0.0
192786,0,0.0
202379,0,0.0
288935,0,0.0
342085,0,0.0
73552,0,0.0
143929,0,0.0
64530,0,0.0
128659,0,0.0
303196,0,0.0
183150,0,0.0
299221,1,0.0
285938,0,0.0
337612,0,0.0
92750,0,0.0
86262,0,0.0
95091,0,0.0
140061,0,0.0
47902,0,0.0
156753,1,0.0
58705,0,0.0
183299,0,0.0
204402,0,0.0
333772,0,0.0
248039,0,0.0
244633,0,0.0
363431,0,0.0
379439,0,0.0
153119,0,0.0
235593,0,0.0
17739,0,0.0
128102,0,0.0
185337,0,0.0
347530,0,0.0
158089,0,0.0
86757,0,0.0
191946,0,0.0
206499,0,0.0
326942,0,0.0
315921,0,0.0
254786,0,0.0
10833,0,0.0
287034,0,0.0
57119,0,0.0
49307,0,0.0
98174,0,0.0
238051,0,0.0
55859,0,0.0
317918,0,0.0
247737,0,0.0
7712,0,0.0
70613,0,0.0
364209,0,0.0
374469,0,0.0
216288,0,0.0
18794,0,0.0
54995,0,0.0
320470,0,0.0
177150,0,0.0
35276,0,0.0
238165,0,0.0
37067,0,0.0
266184,0,0.0
308803,0,0.0
201092,0,0.0
357231,0,0.0
290665,0,0.0
355193,0,0.0
340213,0,0.0
357778,0,0.0
87831,0,0.0
19159,0,0.0
52041,0,0.0
301522,0,0.0
26172,0,0.0
94161,0,0.0
16942,0,0.0
255724,0,0.0
326900,0,0.0
131580,0,0.0
128428,0,0.0
311611,0,0.0
198278,0,0.0
295855,0,0.0
311075,0,0.0
212129,0,0.0
154969,0,0.0
80499,0,0.0
367531,0,0.0
378672,0,0.0
169381,0,0.0
267905,0,0.0
146551,0,0.0
53474,0,0.0
96731,0,0.0
118940,0,0.0
360630,0,0.0
296531,1,1.0
25021,0,0.0
199919,0,0.0
142697,0,0.0
334757,0,0.0
124411,0,0.0
353376,0,0.0
324213,0,0.0
226076,0,0.0
218367,0,0.0
46833,0,0.0
331371,0,0.0
363175,0,0.0
304653,0,0.0
143544,0,0.0
191550,0,0.0
45056,0,0.0
116885,0,0.0
185436,0,0.0
75308,0,0.0
192073,0,0.0
309558,0,0.0
67831,0,0.0
184313,0,0.0
89346,0,0.0
111364,0,0.0
231611,0,0.0
175203,0,0.0
323112,0,0.0
55699,0,0.0
329717,0,0.0
133061,0,0.0
123612,0,0.0
120219,0,0.0
186061,0,0.0
2662,0,0.0
49932,0,0.0
166327,0,0.0
326359,0,0.0
346617,0,0.0
59143,0,0.0
180766,0,0.0
150348,0,0.0
76589,0,0.0
354068,0,0.0
33818,1,0.0
373544,0,0.0
332444,0,0.0
198433,0,0.0
285098,0,0.0
344201,1,1.0
350897,0,0.0
31124,0,0.0
84110,0,0.0
352722,0,0.0
262713,0,0.0
249098,0,0.0
36106,0,0.0
211442,0,0.0
212721,0,0.0
265078,0,0.0
302961,0,0.0
228084,0,0.0
50665,0,0.0
137646,0,0.0
95475,0,0.0
257445,0,0.0
133103,0,0.0
178841,0,0.0
107245,0,0.0
155696,0,0.0
345678,0,0.0
184637,0,0.0
168762,0,0.0
502,0,0.0
264234,0,0.0
283123,0,0.0
297464,0,0.0
237090,0,0.0
331134,0,0.0
289249,0,0.0
117857,0,0.0
50711,0,0.0
260558,0,0.0
54804,0,0.0
87943,0,0.0
37999,0,0.0
356147,0,0.0
70364,0,0.0
136392,0,0.0
159232,0,0.0
75225,0,0.0
20589,0,0.0
15269,0,0.0
19918,0,0.0
341715,0,0.0
65337,0,0.0
246546,0,0.0
203811,0,0.0
178257,0,0.0
315119,0,0.0
53295,0,0.0
127461,0,0.0
302211,0,0.0
267174,0,0.0
142000,0,0.0
268398,0,0.0
156542,0,0.0
234731,0,0.0
67748,0,0.0
317425,0,0.0
185043,0,0.0
340278,0,0.0
120569,0,0.0
328192,0,0.0
37026,0,0.0
58506,0,0.0
322765,0,0.0
76094,0,0.0
249538,0,0.0
275674,0,0.0
243404,0,0.0
112215,0,0.0
159188,0,0.0
124040,0,0.0
261339,0,0.0
22262,0,0.0
81613,0,0.0
199648,0,0.0
220146,0,0.0
230043,0,0.0
63992,0,0.0
252351,0,0.0
161475,0,0.0
177023,0,0.0
194187,0,0.0
45142,0,0.0
22016,0,0.0
111444,0,0.0
234747,0,0.0
73712,0,0.0
191879,0,0.0
371573,0,0.0
127162,0,0.0
174822,0,0.0
236621,0,0.0
256376,0,0.0
335753,0,0.0
246384,0,0.0
92435,0,0.0
122166,0,0.0
247713,0,0.0
159116,0,0.0
31910,0,0.0
287434,0,0.0
203104,0,0.0
340667,0,0.0
16677,0,0.0
266516,0,0.0
118590,0,0.0
231892,0,0.0
203439,0,0.0
313846,0,0.0
208077,0,0.0
118151,0,0.0
16337,0,0.0
215164,0,0.0
244702,0,0.0
3927,0,0.0
120311,0,0.0
236046,0,0.0
176775,0,0.0
48055,0,0.0
144306,0,0.0
202454,0,0.0
142065,0,0.0
189922,0,0.0
49254,0,0.0
92474,0,0.0
350247,0,0.0
300237,0,0.0
294293,0,0.0
242986,0,0.0
128515,0,0.0
71405,0,0.0
350771,0,0.0
19736,0,0.0
129497,0,0.0
366661,0,0.0
324182,0,0.0
13349,0,0.0
62481,0,0.0
202981,0,0.0
273192,0,0.0
237113,0,0.0
4583,0,0.0
218060,0,0.0
149975,0,0.0
218119,0,0.0
327611,0,0.0
24100,0,0.0
182850,0,0.0
178335,0,0.0
216400,0,0.0
242976,0,0.0
250867,0,0.0
382665,0,0.0
20423,0,0.0
130520,0,0.0
160847,0,0.0
200152,0,0.0
348023,0,0.0
204250,0,0.0
53187,0,0.0
71881,0,0.0
86793,0,0.0
288462,0,0.0
112727,0,0.0
53517,0,0.0
108243,0,0.0
142733,0,0.0
48253,0,0.0
291724,0,0.0
353597,0,0.0
246559,0,0.0
115210,0,0.0
147440,0,0.0
79581,0,0.0
201772,0,0.0
136745,0,0.0
65071,0,0.0
71192,0,0.0
190616,0,0.0
107473,0,0.0
231155,0,0.0
214168,0,0.0
84265,0,0.0
320064,0,0.0
102784,0,0.0
252849,0,0.0
258407,0,0.0
293017,0,0.0
252793,0,0.0
376538,0,0.0
38225,0,0.0
62707,0,0.0
288627,0,0.0
142035,0,0.0
23692,0,0.0
64558,0,0.0
880,0,0.0
259818,0,0.0
61687,0,0.0
138891,0,0.0
90777,0,0.0
44145,0,0.0
325119,0,0.0
192233,0,0.0
120282,0,0.0
119921,0,0.0
267216,0,0.0
290224,0,0.0
321354,0,0.0
169505,0,0.0
195676,0,0.0
267132,0,0.0
115949,0,0.0
254088,0,0.0
112493,0,0.0
122533,0,0.0
292196,0,0.0
318636,0,0.0
102628,0,0.0
25093,0,0.0
68441,0,0.0
363254,0,0.0
299442,0,0.0
57444,0,0.0
331684,0,0.0
20593,0,0.0
159466,0,0.0
219196,0,0.0
383279,0,0.0
371825,0,0.0
291188,1,0.0
338957,0,0.0
2369,0,0.0
373009,0,0.0
254461,0,0.0
38690,0,0.0
214646,0,0.0
88343,0,0.0
123703,0,0.0
151318,0,0.0
43814,0,0.0
283710,0,0.0
65756,0,0.0
63330,0,0.0
198681,0,0.0
295693,0,0.0
267475,0,0.0
290761,0,0.0
341795,0,0.0
128465,0,0.0
326050,0,0.0
166230,0,0.0
352680,0,0.0
173793,0,0.0
257170,0,0.0
24876,0,0.0
69145,0,0.0
352844,0,0.0
329366,0,0.0
164602,0,0.0
258297,0,0.0
259826,0,0.0
344043,0,0.0
366863,0,0.0
225066,0,0.0
132809,0,0.0
120697,0,0.0
284810,0,0.0
107209,0,0.0
138355,0,0.0
76519,1,1.0
100046,0,0.0
234377,0,0.0
184994,0,0.0
353235,0,0.0
4196,0,0.0
115763,0,0.0
106358,0,0.0
385148,0,0.0
151038,0,0.0
1046,0,0.0
78865,0,0.0
343472,0,0.0
126057,0,0.0
220204,0,0.0
112829,0,0.0
127555,0,0.0
233526,0,0.0
382460,0,0.0
114557,0,0.0
235199,0,0.0
376911,0,0.0
89166,0,0.0
320732,0,0.0
53465,0,0.0
88004,0,0.0
2688,0,0.0
43014,0,0.0
23634,0,0.0
51007,0,0.0
107637,0,0.0
237426,0,0.0
193759,0,0.0
115164,0,0.0
75812,0,0.0
44721,0,0.0
307299,0,0.0
339757,0,0.0
150514,0,0.0
221877,0,0.0
140851,0,0.0
305366,0,0.0
272069,0,0.0
381695,0,0.0
52136,0,0.0
323757,0,0.0
52721,0,0.0
261602,0,0.0
6726,0,0.0
2762,0,0.0
263653,0,0.0
86050,0,0.0
316912,0,0.0
39240,0,0.0
263256,0,0.0
147006,0,0.0
188498,0,0.0
218245,0,0.0
362284,0,0.0
138212,0,0.0
379195,0,0.0
360241,0,0.0
298682,0,0.0
183443,0,0.0
317986,0,0.0
211754,0,0.0
56100,0,0.0
147807,0,0.0
176477,0,0.0
249918,0,0.0
228006,0,0.0
110103,0,0.0
240668,0,0.0
162800,1,0.0
228195,0,0.0
352072,0,0.0
177205,0,0.0
330729,0,0.0
313647,0,0.0
178250,0,0.0
284659,0,0.0
52255,0,0.0
122949,0,0.0
326917,0,0.0
5872,0,0.0
38106,0,0.0
383842,0,0.0
144614,0,0.0
232559,0,0.0
186271,0,0.0
39523,0,0.0
157219,0,0.0
133666,0,0.0
148276,0,0.0
385266,0,0.0
311543,0,0.0
185206,0,0.0
370053,0,0.0
